"CCC[C@@H]1C[C@@](O)(CC(=O)O)c2cc(F)ccc2O1","Active"
"Oc1c(Oc2cc(Cl)c(Cl)c(Cl)c2O)cc(Cl)c(Cl)c1Cl","Active"
"O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1","Active"
"CN1C(=O)Nc2ccc([N+](=O)[O-])cc2C12NC(=O)NC2=O","Active"
"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)cc(C(F)(F)F)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2cc3ccccc3s2)c(=O)c2ccccc12","Active"
"O=C(OCc1ccccc1)c1cc(=O)c2ccc(O)cc2o1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(C(F)(F)F)c3s2)c(=O)c2ccccc12","Active"
"C[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(Cl)cnc2O1","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccco2)C1","Active"
"COc1ccc(/N=c2\oc3cc(O)ccc3cc2C(=O)NCc2ccccc2)cc1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(F)c(Cl)cc2O1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(F)c(Br)cc2O1","Active"
"O=S(=O)(c1ccc(O)nn1)c1cc(Cl)ccc1Cl","Active"
"Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O","Active"
"CC1=N/C(=C\c2ccc(O)cc2)C(=O)N1CC(=O)O","Active"
"COc1ccc(/C=C2\N=C(C)N(CC(=O)O)C2=O)cc1","Active"
"CC1=N/C(=C\c2ccc(F)cc2)C(=O)N1CC(=O)O","Active"
"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","Active"
"CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O","Active"
"Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O","Active"
"O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21","Active"
"O=C(O)CN1C(=O)S/C(=C\c2cccc(Oc3ccccc3)c2)C1=O","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Cl)c(OCc3ccccc3)cc2O1","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2ccc([N+](=O)[O-])cc12","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccccc3C(F)(F)F)no2)c(=O)c2ccccc12","Active"
"O=S(=O)(c1ccc(O)nn1)c1ccc(F)cc1Cl","Active"
"O=C(/C=C/c1cc(O)c(O)cc1[N+](=O)[O-])O[C@H](Cc1cc(O)c(O)cc1[N+](=O)[O-])C(=O)O","Active"
"COc1ccc2c(=O)n(Cc3nc4ccccc4s3)nc(CC(=O)O)c2c1","Active"
"Cc1c(S(=O)(=O)c2ccc(=O)[nH]n2)oc2ccc(Cl)cc12","Active"
"COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F","Active"
"CC(C)c1c(S(=O)(=O)c2ccc(O)nn2)oc2ccc(Cl)cc12","Active"
"O=C(/C=C/c1ccc(O)cc1)OCCCc1ccccc1","Active"
"CC(=O)Oc1cc(OCC(=O)OCc2ccc(OCc3c(-c4ccccc4)no[n+]3[O-])cc2)cc2oc(-c3ccccc3)cc(=O)c12","Active"
"COc1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CCCNS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CC(=O)Oc1cc(OCC(=O)OCc2cccc(OCc3c(-c4ccccc4)no[n+]3[O-])c2)cc2oc(-c3ccccc3)cc(=O)c12","Active"
"CCCS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"O=S(=O)(c1ccc(O)nn1)c1cc2ccccc2s1","Active"
"O=C(O)Cc1nn(Cc2nc3c(ccc4ccccc43)s2)c(=O)c2ccc(Cl)cc12","Active"
"O=C1NC(=O)C2(CN(Cc3ccc(F)cc3)c3ccc(F)cc32)N1","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2cc(Br)ccc12","Active"
"COc1ccc(/N=c2\oc3c(O)cccc3cc2C(=O)Nc2ccccn2)cc1","Active"
"O=C(O)Cc1ccc(/N=c2\oc3cc(O)ccc3cc2C(=O)Nc2ccccn2)cc1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)ccc3s2)c(=O)c2cccnc12","Active"
"CC(C(=O)O)c1cc(O)c2c(c1)CCc1ccccc1C2=O","Active"
"O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12","Active"
"O=C(O)Cn1c2c(c3c(F)cc(F)cc31)CCN(Cc1ccccc1)C2=S","Active"
"O=CC(O)CO","Active"
"O=S(=O)(c1ccc(O)nn1)c1cc2ccc(Cl)cc2[nH]1","Active"
"O=S(=O)(c1ccc(O)nn1)c1c(Cl)cccc1Cl","Active"
"Oc1c(Oc2cc(Br)c(Br)c(Br)c2O)cc(F)c(Br)c1Br","Active"
"O=C(O)Cn1c2c(c3cc(O)ccc31)CCN(Cc1ccccc1)C2=S","Active"
"O=C(O)Cn1c2c(c3cc(C(=O)O)ccc31)CCN(Cc1ccccc1)C2=S","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Cl)c(F)cc2O1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)c(O)cc3s2)c(=O)c2ccccc12","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Cl)c(Cl)cc2O1","Active"
"O=C(O)C[C@]1(O)CCOc2ccc(F)cc21","Active"
"O=C(O)Cc1nn(CSc2nc3ccccc3s2)c(=O)c2ccccc12","Active"
"CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(F)c3o2)c(=O)c2ccccc12","Active"
"CCOC(=O)c1ccc2c(c1)C1(NC(=O)NC1=O)N(C)C(=O)N2","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(S(C)(=O)=O)ccc2O1","Active"
"O=C(O)Cc1nn(CC(=O)Nc2cc(F)cc(F)c2O)c(=O)c2ccccc12","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Br)cc2)C1","Active"
"O=C(O)Cc1nn(Cc2ncc(-c3ccccc3)o2)c(=O)c2ccccc12","Active"
"O=C(O)/C=C/CN1C(=O)S/C(=C/c2ccc(O)cc2)C1=O","Active"
"CN1C(=O)N(C)C2(NC(=O)NC2=O)c2ccccc21","Active"
"CN1C(=O)Nc2cc(Cl)c([N+](=O)[O-])cc2C12NC(=O)NC2=O","Active"
"O=C(O)Cc1nn(Cc2nc3c(Cl)ccc(Cl)c3s2)c(=O)c2ccccc12","Active"
"Cc1cc2c(cc1Cl)[C@](O)(CC(=O)O)C[C@@H](C)O2","Active"
"NN1C(=O)Nc2ccccc2C12NC(=O)NC2=O","Active"
"O=C(O)Cc1nn(Cc2nc3cc(O)cc(O)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12","Active"
"O=S(=O)(Cc1c(F)cccc1Cl)c1ccc(O)nn1","Active"
"O=C(O)Cn1cc(Cc2nc3ccc(Cl)cc3s2)c2ccccc21","Active"
"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21","Active"
"Cc1cccc2c1C1(NC(=O)NC1=O)N(C)C(=O)N2","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Cl)ccc2O1","Active"
"O=C(O)Cc1nn(Cc2cc3ccccc3[nH]2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2csc(-c3ccccc3F)n2)c(=O)c2ccccc12","Active"
"O=S(=O)(c1ccc(O)nn1)c1oc2ccccc2c1-c1ccccc1","Active"
"O=S(=O)(Cc1cccc(C(F)(F)F)c1)c1ccc(O)nn1","Active"
"O=S(=O)(c1ccc(O)nn1)c1oc2ccc(Cl)cc2c1-c1ccccc1","Active"
"Cc1ccc2sc(S(=O)(=O)c3ccc(O)nn3)cc2c1","Active"
"CN1C(=O)Nc2ccccc2[C@]12NC(=O)NC2=O","Active"
"CN1C(=O)Nc2cc(N3CCOCC3)c([N+](=O)[O-])cc2C12NC(=O)NC2=O","Active"
"C[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(Br)cnc2O1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2ccc(Cl)cc2O1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Cl)c(Br)cc2O1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(F)ccc2O1","Active"
"O=C(O)C1=CC(=O)C2C=CC(O)=CC2O1","Active"
"CC1OC(O)C(O)C(O)C1Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O","Active"
"CCN1C(=O)Nc2ccccc2C12NC(=O)NC2=O","Active"
"O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1c(-c2ccccc2)no[n+]1[O-]","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc([N+](=O)[O-])ccc2O1","Active"
"CN1C(=O)Nc2cc([N+](=O)[O-])ccc2C12NC(=O)NC2=O","Active"
"Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O","Active"
"Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O","Active"
"CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)[C@]12C(=O)N(CC(=O)O)c1ccc(Cl)cc12","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccccc3F)no2)c(=O)c2ccccc12","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Cl)cc2)C1","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(OC)cc2)C1","Active"
"O=C(O)Cc1nn(CC(=O)Nc2cc(C(F)(F)F)ccc2O)c(=O)c2ccccc12","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Cl)c(Cl)c2)C1","Active"
"O=C(O)Cc1nn(CC(=O)Nc2cccc(Cl)c2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2c1CCCC2","Active"
"O=C(O)Cn1cc(Cc2nc3cc(F)c(F)cc3s2)c2ccccc21","Active"
"O=C(/C=C/c1ccc(O)cc1)OCCc1ccccc1","Active"
"O=C(O)Cn1cc(Cc2nc3ccc(F)cc3s2)c2ccccc21","Active"
"O=C(O)Cn1cc(Cc2nc3cccc(F)c3s2)c2ccccc21","Active"
"O=C(O)Cc1nn(CC(=O)Nc2ccccc2C(F)(F)F)c(=O)c2ccccc12","Active"
"Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O","Active"
"O=c1c(Cl)c(-c2nn[nH]n2)oc2ccccc12","Active"
"O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1","Active"
"O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O","Active"
"COc1cc(O)ccc1/C=C/C(=O)OCCc1cccc(O)c1","Active"
"O=C(O)Cc1nn(CC(=O)Nc2cccc(C(F)(F)F)c2)c(=O)c2ccccc12","Active"
"Oc1c(Br)cc(Oc2cc(Br)c(Br)c(Br)c2O)c(O)c1Br","Active"
"COc1cc(O)ccc1/C=C/C(=O)OCCCc1cccc(O)c1","Active"
"Cc1cc2c(cc1Cl)C1(NC(=O)NC1=O)N(C)C(=O)N2","Active"
"CC(C)CN1C(=O)N(C)C2(NC(=O)NC2=O)c2ccccc21","Active"
"O=C(O)Cc1ccc2c(c1)SCc1ccccc1C2=O","Active"
"O=C(O)Cc1nn(Cc2nc3c(F)cccc3s2)c(=O)c2ccccc12","Active"
"O=C(O)CN1C(=O)S/C(=C\c2ccc(Oc3ccccc3)cc2)C1=O","Active"
"Cn1c(Cn2nc(CC(=O)O)c3ccccc3c2=O)nc2ccccc21","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccccn2)C1","Active"
"COc1cc2c(cc1Cl)[C@](O)(CC(=O)O)C[C@@H](C)O2","Active"
"O=C(O)Cc1nn(Cc2noc(-c3ccccc3C(F)(F)F)n2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cc(Cl)ccc3o2)c(=O)c2ccccc12","Active"
"COc1ccccc1-c1noc(Cn2nc(CC(=O)O)c3ccccc3c2=O)n1","Active"
"O=C1NC(=O)/C(=C/c2ccc(O)cc2)S1","Active"
"N#Cc1cc(C(=O)NCc2cccc([N+](=O)[O-])c2)c(OCC(=O)O)cc1F","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1","Active"
"CCCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2)C1","Active"
"O=C(O)Cc1nn(CC(=O)Nc2cc(C(F)(F)F)ccc2Br)c(=O)c2ccccc12","Active"
"CCOC(=O)c1cc(=O)c2ccc(O)cc2o1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cccc(Cl)c2O1","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(C#N)c(F)cc2O1","Active"
"CCCCNS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CS(=O)(=O)c1c(Cl)cc(Cl)cc1C1NC(=O)NC1=O","Active"
"CC(=O)c1ccc2c(c1)[C@](O)(CC(=O)O)C[C@@H](C)O2","Active"
"O=S(=O)(c1ccc(O)nn1)c1ccccc1Br","Active"
"COc1ccc2oc(S(=O)(=O)c3ccc(=O)[nH]n3)cc2c1","Active"
"O=C(O)Cn1c2c(c3cc(Br)ccc31)CCN(Cc1ccccc1)C2=S","Active"
"O=C1NC(=O)C(c2cc(Cl)ccc2S(=O)(=O)NCCCc2ccccc2)N1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)cc(Cl)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccc(F)cc21","Active"
"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccc(-c3ccccc3)cc21","Active"
"O.O=C(O)Cc1nn(Cc2nc3c(ccc4ccccc43)s2)c(=O)c2ccc(Cl)cc12","Active"
"O=C1CC2(C(=O)N1)C(=O)N(Cc1nc3cc(C(F)(F)F)ccc3s1)C(=O)c1ccc(F)cc12","Active"
"C[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(Cl)c[n+]([O-])c2O1","Active"
"O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O","Active"
"O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2cc(Cl)ccc12","Active"
"CN(C)S(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"Cc1ccc2c(c1)NC(=O)N(C)C21NC(=O)NC1=O","Active"
"CNS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CCCCCS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"O=C(Nc1ccccn1)c1cc2ccc(O)cc2o/c1=N\c1ccc(O)cc1","Active"
"O=C(O)Cn1c2c(c3c(Cl)cc(Cl)cc31)CCN(Cc1ccccc1)C2=S","Active"
"CN1C(=O)Nc2ccc(F)cc2C12NC(=O)NC2=O","Active"
"NS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CC(C(=O)O)c1ccc2c(=O)c3ccccc3ccc2c1","Active"
"O=C1NC(=O)C(N2C(=O)c3cccc4cccc(c34)C2=O)N1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(F)c3s2)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(F)c3s2)c(=O)c2cccnc12","Active"
"O=S(=O)(Cc1ccccc1)c1ccc(O)nn1","Active"
"O=S(=O)(Cc1ccccc1C(F)(F)F)c1ccc(O)nn1","Active"
"O=S(=O)(Cc1ccc(Br)cc1F)c1ccc(O)nn1","Active"
"O=S(=O)(Cc1cccc(C(F)(F)F)c1F)c1ccc(O)nn1","Active"
"O=S(=O)(c1ccc(O)nn1)c1cc2ccc(F)cc2[nH]1","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccccc3)no2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccccc3)co2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2cc(-c3ccccc3)ns2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2csnc2-c2ccccc2)c(=O)c2ccccc12","Active"
"Cc1ccc2c(=O)n(Cc3nc4ccccc4s3)nc(CC(=O)O)c2c1","Active"
"O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12","Active"
"Cc1cc(Cl)cc(C2NC(=O)NC2=O)c1S(C)(=O)=O","Active"
"O=S(=O)(Cc1c(Cl)cccc1Cl)c1ccc(O)nn1","Active"
"O=c1ccc(S(=O)(=O)c2cc3ccccc3o2)n[nH]1","Active"
"Cc1c(S(=O)(=O)c2ccc(O)nn2)oc2ccc(C(F)(F)F)cc12","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2ccc(C(F)(F)F)cc12","Active"
"COc1ccc(/N=c2\oc3cc(O)ccc3cc2C(=O)NCCCO)cc1","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccc(Br)cc3)no2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3c(Cl)cccc3s2)c(=O)c2ccccc12","Active"
"CC(C)OC(=O)c1cc(=O)c2ccc(O)cc2o1","Active"
"Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O","Active"
"COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1","Active"
"O=C(O)Cn1cc(Cc2nc3c(F)cccc3s2)c2ccccc21","Active"
"O=C(O)Cc1nn(Cc2cn3ccc(Cl)cc3n2)c(=O)c2ccccc12","Active"
"CC(C(=O)O)c1cc(O)c2c(=O)c3ccccc3ccc2c1","Active"
"O=C(O)C[C@]1(O)C[C@@H](c2ccccc2)Oc2ccc(F)cc21","Active"
"O=S(=O)(c1ccc(O)nn1)c1ccc(Br)cc1F","Active"
"O=C(O)Cc1nn(Cc2nc3ccc(Br)cc3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3c(C(F)(F)F)cccc3s2)c(=O)c2ccccc12","Active"
"CCOC(=O)C1=C(O)C(=O)N([C@@H](C)c2ccccc2)C1","Active"
"O=C(O)CN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O","Active"
"O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2cc(Br)ccc21","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(C/C(S)=N/c2cccc(C(F)(F)F)c2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3c(F)ccc(F)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cc(Cl)cc(Cl)c3o2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nnc(-c3ccccc3)o2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(Cl)c3s2)c(=O)c2ccccc12","Active"
"Oc1c(Oc2cc(Br)c(Br)c(Br)c2O)cc(Br)c(Br)c1Br","Active"
"CCc1cc2c(cc1Cl)[C@](O)(CC(=O)O)C[C@@H](C)O2","Active"
"C[C@H]1C[C@@]2(NC(=O)NC2=O)c2cc(Cl)cnc2O1","Active"
"O=C1NC(=O)C(c2cc(Cl)ccc2S(=O)(=O)CCc2ccc(Cl)cc2)N1","Active"
"CCCCCCS(=O)(=O)c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"CN1C(=O)Nc2cc(Cl)c(Cl)cc2C12NC(=O)NC2=O","Active"
"CN1C(=O)Nc2ccc(Cl)cc2[C@@]12NC(=O)NC2=O","Active"
"O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12","Active"
"O=C(O)Cc1ccc2c(c1O)CCc1ccccc1C2=O","Active"
"CN1C(=O)Nc2ccccc2C12NC(=O)NC2=O","Active"
"O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2cc(C(F)(F)F)ccc2s1","Active"
"O=C(O)Cc1nn(Cc2nc3cccc(Cl)c3s2)c(=O)c2ccccc12","Active"
"CCOC(=O)C1=C(O)C(=O)N(CCc2ccccc2)C1","Active"
"COc1cc2nc(Cn3nc(CC(=O)O)c4ccccc4c3=O)sc2cc1F","Active"
"Oc1c(Oc2c(O)c(Br)c(Br)c(Br)c2Br)cc(Br)c(Br)c1Br","Active"
"Cc1cc(Cl)cc2c1O[C@H](C)C[C@@]2(O)CC(=O)O","Active"
"C[C@@H]1C[C@@](O)(CC(=O)O)c2cc(Br)cc(Cl)c2O1","Active"
"CN1C(=O)Nc2ccc(Cl)cc2[C@]12NC(=O)NC2=O","Active"
"COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O","Active"
"O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23","Active"
"O=c1cc(-c2ccccc2)c2ccc(O)cc2o1","Active"
"CN1C(=O)Nc2c(cc(F)c(F)c2F)C12NC(=O)NC2=O","Active"
"O=C(O)Cc1nn(Cc2nc(-c3c(F)cccc3Cl)no2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc(-c3ccccc3Br)no2)c(=O)c2ccccc12","Active"
"COc1cc(C(F)(F)F)c2sc(Cn3nc(CC(=O)O)c4ccccc4c3=O)nc2c1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)ccc3s2)c(=O)c2ccccc12","Active"
"O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O","Active"
"COc1ccc(/N=c2\oc3cc(O)ccc3cc2C(=O)Nc2cccc(C)n2)cc1OC","Active"
"CN1C(=O)Nc2ccccc2[C@@]12NC(=O)NC2=O","Active"
"CN1C(=O)Nc2ccc(F)cc2[C@@]12NC(=O)NC2=O","Active"
"O=C(O)Cn1c(-c2ccccc2)c(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21","Active"
"Cc1ccc2c(c1)c(Cc1nc3c(F)c(F)cc(F)c3s1)cn2CC(=O)O","Active"
"C[S+]([O-])c1ccc(Cl)cc1C1NC(=O)NC1=O","Active"
"COc1ccc2c(c1)C1(NC(=O)NC1=O)N(C)C(=O)N2","Active"
"O=c1ccc(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)n[nH]1","Active"
"O=S(=O)(c1ccc(Cl)cc1)c1ccc(O)nn1","Active"
"O=C(O)Cc1nn(Cc2nc3cc(F)cc(F)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3cccc(Br)c3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2c(F)cccc12","Active"
"O=C(O)Cc1nn(CCc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2ccc(Br)cc12","Active"
"O=C(O)Cc1nn(Cc2nc3ccccc3s2)c2ccccc12","Active"
"COc1cc2c(cc1Cl)C1(NC(=O)NC1=O)N(C)C(=O)N2","Active"
"CN1C(=O)Nc2ccc(OC(=O)c3ccccc3)cc2C12NC(=O)NC2=O","Active"
"O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1","Active"
"C[C@@H]1C[C@]2(NC(=O)NC2=O)c2cccnc2O1","Active"
"CCOC(=O)C1=C(O)C(=O)N(Cc2ccccc2Cl)C1","Active"
